age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,feature_1,feature_2,feature_3,feature_4,feature_5,y
46,management,married,high.school,unknown,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1.3874,47.8872,vg10,lv1,fn15,no
33,admin.,single,professional.course,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,2.3884,35.8872,vg11,lv1,fn26,no
38,student,single,university.degree,no,unknown,unknown,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1.3874,39.8872,vg8,lv1,fn16,no
27,admin.,single,high.school,no,no,no,telephone,aug,fri,1,999,0,nonexistent,-1.7,94.027,-38.3,0.888,4991.6,1.3874,28.8872,vg2,lv1,fn4,no
37,technician,married,professional.course,no,yes,yes,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1.3874,38.8872,vg4,lv1,fn14,no
36,admin.,married,university.degree,no,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,3.3894,39.8872,vg4,lv1,fn2,no
30,admin.,single,university.degree,no,yes,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,3.3884,32.8872,vg2,lv2,fn2,no
50,services,married,high.school,no,yes,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,2.3874,51.8872,vg1,lv2,fn6,no
32,management,single,professional.course,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,2.3884,34.8872,vg11,lv1,fn11,yes
35,admin.,single,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,2.3884,37.8872,vg11,lv1,fn2,yes
56,technician,married,basic.4y,no,no,no,cellular,oct,thu,3,3,1,success,-3.4,92.431,-26.9,0.733,5017.5,1001.3864,59.8872,vg1,lv21,fn28,yes
59,retired,married,professional.course,no,yes,no,telephone,jun,wed,9,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,9.3954,68.8872,vg1,lv1,fn59,no
48,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,3.3894,51.8872,vg10,lv1,fn13,no
38,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,2.3884,40.8872,vg4,lv1,fn7,no
58,admin.,divorced,high.school,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,2.3884,60.8872,vg5,lv1,fn4,no
36,admin.,married,university.degree,no,yes,no,cellular,oct,wed,1,999,2,failure,-3.4,92.431,-26.9,0.742,5017.5,3.3874,37.8872,vg4,lv7,fn2,no
34,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,2.3884,36.8872,vg3,lv1,fn7,no
37,technician,married,high.school,unknown,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,2.3884,39.8872,vg4,lv1,fn29,no
32,technician,single,university.degree,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,2.3884,34.8872,vg11,lv1,fn21,no
24,blue-collar,single,basic.9y,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1.3874,25.8872,vg2,lv1,fn7,no
52,technician,married,professional.course,no,yes,no,telephone,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,2.3884,54.8872,vg1,lv1,fn14,no
38,entrepreneur,married,high.school,no,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,2.3884,40.8872,vg4,lv1,fn57,no
28,admin.,single,high.school,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1.3874,29.8872,vg2,lv1,fn4,no
36,management,married,university.degree,no,no,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,2.3884,38.8872,vg4,lv1,fn10,no
42,admin.,married,university.degree,no,yes,yes,cellular,apr,tue,5,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,5.3914,47.8872,vg10,lv1,fn2,no
37,admin.,single,university.degree,no,yes,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,3.3894,40.8872,vg8,lv1,fn2,no
34,admin.,married,high.school,no,yes,yes,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1.3874,35.8872,vg3,lv1,fn4,no
55,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,6.3924,61.8872,vg1,lv1,fn7,no
48,blue-collar,married,basic.6y,no,no,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1.3874,49.8872,vg10,lv1,fn38,no
40,management,married,university.degree,unknown,yes,no,cellular,jul,mon,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,12.3984,52.8872,vg4,lv1,fn10,no
34,services,single,basic.9y,unknown,yes,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,2.3884,36.8872,vg11,lv1,fn40,no
33,services,divorced,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1.3874,34.8872,vg12,lv1,fn6,no
25,blue-collar,married,basic.9y,no,no,no,telephone,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,2.3884,27.8872,vg7,lv1,fn7,no
29,services,divorced,high.school,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,2.3884,31.8872,vg13,lv1,fn6,no
34,technician,single,university.degree,no,yes,no,cellular,mar,mon,2,999,1,failure,-1.8,92.843,-50.0,1.52,5099.1,3.3884,36.8872,vg11,lv2,fn21,no
44,management,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1.3874,45.8872,vg10,lv1,fn10,no
25,technician,single,university.degree,no,unknown,unknown,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,3.3894,28.8872,vg2,lv1,fn21,no
37,admin.,married,high.school,unknown,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1.3874,38.8872,vg4,lv1,fn4,no
41,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,4.3904,45.8872,vg10,lv1,fn13,no
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1.3874,39.8872,vg4,lv1,fn2,no
54,self-employed,married,basic.9y,no,yes,no,cellular,nov,tue,4,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,5.3904,58.8872,vg1,lv2,fn32,no
32,blue-collar,married,basic.6y,no,yes,yes,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.2990000000000002,5099.1,2.3874,33.8872,vg3,lv2,fn38,no
38,services,single,high.school,no,yes,yes,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,2.3874,39.8872,vg8,lv2,fn6,yes
48,management,divorced,university.degree,no,yes,no,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,5.3914,53.8872,vg6,lv1,fn10,no
48,admin.,married,high.school,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1.3874,49.8872,vg10,lv1,fn4,no
52,services,married,basic.6y,no,no,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1.3874,53.8872,vg1,lv1,fn9,no
40,entrepreneur,married,high.school,no,no,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,2.3884,42.8872,vg4,lv1,fn57,no
38,services,divorced,high.school,no,yes,no,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,4.3904,42.8872,vg14,lv1,fn6,no
29,admin.,single,basic.9y,no,no,no,cellular,may,mon,4,999,1,failure,-1.8,92.893,-46.2,1.2990000000000002,5099.1,5.3904,33.8872,vg2,lv2,fn45,no
39,admin.,married,unknown,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1.3874,40.8872,vg4,lv1,fn8,no
27,admin.,married,university.degree,no,no,no,cellular,aug,thu,3,6,1,success,-1.7,94.027,-38.3,0.899,4991.6,501.3864,30.8872,vg7,lv8,fn2,yes
37,technician,married,professional.course,no,yes,no,cellular,nov,thu,2,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,3.3884,39.8872,vg4,lv2,fn14,no
30,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,3,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,3.3894,33.8872,vg2,lv1,fn37,no
32,blue-collar,married,professional.course,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,2.3884,34.8872,vg3,lv1,fn48,no
34,unemployed,single,high.school,no,no,no,telephone,may,wed,8,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,8.3944,42.8872,vg11,lv1,fn22,no
32,technician,married,professional.course,no,yes,yes,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1.3874,33.8872,vg3,lv1,fn14,yes
46,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1.3874,47.8872,vg10,lv1,fn13,no
47,admin.,married,university.degree,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1.3874,48.8872,vg10,lv1,fn2,no
45,services,married,basic.9y,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1.3874,46.8872,vg10,lv1,fn40,no
36,admin.,married,high.school,no,yes,no,cellular,jul,fri,1,999,1,failure,-2.9,92.469,-33.6,1.0590000000000002,5076.2,2.3874,37.8872,vg4,lv2,fn4,no
51,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,18,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,18.4044,69.8872,vg5,lv1,fn2,no
30,admin.,married,basic.9y,no,yes,yes,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,2.3874,31.8872,vg7,lv2,fn45,no
46,management,married,high.school,no,yes,yes,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,3.3894,49.8872,vg10,lv1,fn15,yes
52,services,married,high.school,no,no,yes,telephone,jun,mon,6,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,6.3924,58.8872,vg1,lv1,fn6,no
34,admin.,married,high.school,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1.3874,35.8872,vg3,lv1,fn4,no
51,entrepreneur,single,unknown,no,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,3.3894,54.8872,vg15,lv1,fn83,no
37,student,single,unknown,no,no,yes,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1.3874,38.8872,vg8,lv1,fn56,no
31,technician,married,professional.course,no,yes,yes,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,4.3904,35.8872,vg3,lv1,fn14,no
53,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,4.3904,57.8872,vg5,lv1,fn2,no
31,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,2.3884,33.8872,vg3,lv1,fn7,no
28,services,married,unknown,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,2.3884,30.8872,vg7,lv1,fn53,no
41,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,3.3884,43.8872,vg10,lv2,fn7,no
55,retired,married,high.school,unknown,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,2.3884,57.8872,vg1,lv1,fn23,no
31,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,2.3884,33.8872,vg3,lv1,fn38,no
58,blue-collar,married,basic.6y,unknown,yes,yes,telephone,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,3.3894,61.8872,vg1,lv1,fn38,no
46,self-employed,married,basic.9y,unknown,no,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,3.3894,49.8872,vg10,lv1,fn32,no
37,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,2.3884,39.8872,vg14,lv1,fn4,yes
34,admin.,divorced,university.degree,no,no,no,cellular,nov,thu,2,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,3.3884,36.8872,vg12,lv2,fn2,yes
36,student,single,university.degree,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,1.3874,37.8872,vg8,lv1,fn16,no
53,admin.,divorced,high.school,no,no,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1.3874,54.8872,vg5,lv1,fn4,yes
28,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,3.3894,31.8872,vg7,lv1,fn13,no
56,retired,married,basic.4y,unknown,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,2.3884,58.8872,vg1,lv1,fn1,no
31,admin.,married,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1.3874,32.8872,vg3,lv1,fn2,no
40,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,3.3894,43.8872,vg4,lv1,fn7,no
55,technician,married,professional.course,no,yes,yes,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,2.3884,57.8872,vg1,lv1,fn14,no
42,unemployed,married,high.school,unknown,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1.3874,43.8872,vg10,lv1,fn22,no
46,entrepreneur,married,basic.9y,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1.3874,47.8872,vg10,lv1,fn51,no
23,student,single,university.degree,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1.3874,24.8872,vg2,lv1,fn16,no
89,retired,divorced,basic.4y,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,1.3874,90.8872,vg5,lv1,fn1,yes
40,admin.,divorced,high.school,no,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,2.3884,42.8872,vg14,lv1,fn4,no
41,technician,married,basic.6y,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,1.3874,42.8872,vg10,lv1,fn79,no
24,blue-collar,married,professional.course,unknown,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,2.3884,26.8872,vg7,lv1,fn48,no
33,technician,married,university.degree,no,no,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,3.3894,36.8872,vg3,lv1,fn21,yes
30,admin.,single,university.degree,no,yes,no,cellular,jun,thu,1,3,2,success,-2.9,92.963,-40.8,1.26,5076.2,335.7197,31.8872,vg2,lv12,fn2,no
26,admin.,single,high.school,no,no,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,2.3884,28.8872,vg2,lv1,fn4,no
29,technician,single,university.degree,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1.3874,30.8872,vg2,lv1,fn21,no
33,admin.,married,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1.3874,34.8872,vg3,lv1,fn2,no
46,entrepreneur,married,professional.course,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,2.3884,48.8872,vg10,lv1,fn67,no
31,services,married,high.school,no,no,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,2.3884,33.8872,vg3,lv1,fn6,no
58,retired,married,university.degree,unknown,no,no,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,5.3914,63.8872,vg1,lv1,fn36,no
31,admin.,single,university.degree,no,no,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,2.3884,33.8872,vg11,lv1,fn2,no
32,management,divorced,university.degree,no,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,4.3904,36.8872,vg12,lv1,fn10,no
43,technician,divorced,university.degree,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,2.3884,45.8872,vg6,lv1,fn21,no
36,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,2.3884,38.8872,vg4,lv1,fn38,no
58,retired,married,high.school,no,no,no,cellular,aug,tue,4,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,4.3904,62.8872,vg1,lv1,fn23,no
36,blue-collar,single,unknown,no,yes,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,4.3904,40.8872,vg8,lv1,fn33,no
42,admin.,single,university.degree,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,1.3874,43.8872,vg9,lv1,fn2,no
70,retired,married,high.school,no,yes,no,cellular,oct,wed,3,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,3.3894,73.8872,vg1,lv1,fn23,no
44,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,3.3894,47.8872,vg10,lv1,fn33,no
39,unemployed,married,high.school,no,no,no,cellular,jul,mon,7,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,7.3934,46.8872,vg4,lv1,fn22,no
33,admin.,single,high.school,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,2.3884,35.8872,vg11,lv1,fn4,no
22,admin.,married,high.school,no,yes,yes,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,2.3884,24.8872,vg7,lv1,fn4,no
30,admin.,single,university.degree,unknown,yes,no,telephone,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,2.3884,32.8872,vg2,lv1,fn2,no
31,admin.,single,university.degree,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,3.3894,34.8872,vg11,lv1,fn2,no
61,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,2.3884,63.8872,vg1,lv1,fn13,no
44,admin.,married,high.school,no,no,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1.3874,45.8872,vg10,lv1,fn4,no
31,admin.,single,high.school,no,no,no,cellular,sep,mon,5,6,3,success,-1.1,94.199,-37.5,0.879,4963.6,836.7197,36.8872,vg11,lv25,fn4,yes
36,technician,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1.3874,37.8872,vg4,lv1,fn21,no
40,unemployed,divorced,high.school,unknown,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,3.3894,43.8872,vg14,lv1,fn22,no
29,admin.,single,basic.9y,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1.3874,30.8872,vg2,lv1,fn45,no
49,technician,married,basic.4y,no,no,yes,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,2.3884,51.8872,vg1,lv1,fn28,no
52,admin.,married,high.school,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1.3874,53.8872,vg1,lv1,fn4,no
52,entrepreneur,married,unknown,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1.3874,53.8872,vg1,lv1,fn83,no
38,management,married,university.degree,no,yes,no,telephone,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,4.3904,42.8872,vg4,lv1,fn10,no
55,technician,married,high.school,unknown,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,2.3884,57.8872,vg1,lv1,fn29,no
28,services,married,high.school,no,yes,yes,telephone,jun,tue,1,999,0,nonexistent,-1.7,94.055,-39.8,0.7020000000000001,4991.6,1.3874,29.8872,vg7,lv1,fn6,no
33,admin.,divorced,high.school,no,no,yes,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,3.3894,36.8872,vg12,lv1,fn4,no
35,management,married,high.school,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,1.3874,36.8872,vg3,lv1,fn15,no
36,entrepreneur,divorced,high.school,no,yes,no,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,3.3894,39.8872,vg14,lv1,fn57,no
24,admin.,single,high.school,no,no,yes,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,5.3914,29.8872,vg2,lv1,fn4,no
42,admin.,married,university.degree,no,yes,no,cellular,nov,thu,3,999,1,failure,-1.1,94.767,-50.8,1.041,4963.6,4.3894,45.8872,vg10,lv2,fn2,no
43,unemployed,married,professional.course,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,2.3884,45.8872,vg10,lv1,fn66,no
38,admin.,married,high.school,no,unknown,unknown,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,3.3894,41.8872,vg4,lv1,fn4,no
35,blue-collar,married,high.school,unknown,yes,yes,telephone,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,3.3894,38.8872,vg3,lv1,fn17,no
55,retired,married,professional.course,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,1.3874,56.8872,vg1,lv1,fn59,no
39,admin.,married,university.degree,no,no,no,telephone,may,mon,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,6.3924,45.8872,vg4,lv1,fn2,no
43,entrepreneur,married,professional.course,no,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,2.3884,45.8872,vg10,lv1,fn67,no
33,blue-collar,single,basic.6y,no,unknown,unknown,telephone,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,1.3874,34.8872,vg11,lv1,fn38,yes
36,admin.,single,university.degree,no,yes,yes,cellular,jun,wed,1,999,0,nonexistent,-1.7,94.055,-39.8,0.7390000000000001,4991.6,1.3874,37.8872,vg8,lv1,fn2,yes
30,technician,married,professional.course,no,yes,yes,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,1.3874,31.8872,vg7,lv1,fn14,no
33,technician,single,high.school,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1.3874,34.8872,vg11,lv1,fn29,yes
30,blue-collar,divorced,high.school,no,no,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,4.3904,34.8872,vg13,lv1,fn17,no
34,entrepreneur,married,professional.course,no,no,no,telephone,aug,tue,1,999,0,nonexistent,-1.7,94.027,-38.3,0.895,4991.6,1.3874,35.8872,vg3,lv1,fn67,no
40,management,married,university.degree,no,yes,yes,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1.3874,41.8872,vg4,lv1,fn10,no
48,services,married,high.school,no,yes,yes,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,3.3894,51.8872,vg10,lv1,fn6,no
80,retired,married,high.school,no,no,no,telephone,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,1.3874,81.8872,vg1,lv1,fn23,yes
28,services,single,high.school,no,no,no,cellular,may,tue,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,5.3904,32.8872,vg2,lv2,fn6,no
35,technician,married,university.degree,no,yes,no,cellular,aug,thu,10,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,10.3964,45.8872,vg3,lv1,fn21,no
33,admin.,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1.3874,34.8872,vg3,lv1,fn2,no
35,management,married,university.degree,no,yes,no,cellular,nov,fri,9,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,9.3954,44.8872,vg3,lv1,fn10,yes
35,blue-collar,married,basic.4y,no,no,yes,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.2990000000000002,5099.1,3.3884,37.8872,vg3,lv2,fn13,no
55,housemaid,divorced,unknown,unknown,no,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,5.3914,60.8872,vg5,lv1,fn25,no
41,technician,married,unknown,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1.3874,42.8872,vg10,lv1,fn47,no
40,services,married,basic.9y,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1.3874,41.8872,vg4,lv1,fn40,no
32,admin.,married,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1.3874,33.8872,vg3,lv1,fn2,no
45,services,married,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1.3874,46.8872,vg10,lv1,fn6,no
